Lana	2:1 7/2/2016	130
Jim	2:1 7/2/2016	117
Tom	2:1 7/2/2016	126
Mike	2:1 7/2/2016	108
Mike	2:7 7/2/2016	119
Tom	2:7 7/2/2016	162
TomH	2:7 7/2/2016	161
Jim	2:12 7/2/2016	154
TomH	2:12 7/2/2016	112
TomH	2:12 7/2/2016	129
Jim	2:14 7/2/2016	122
Tom	2:15 7/2/2016	101
TomH	2:15 7/2/2016	119
Jim	2:21 7/2/2016	112
Tom	2:21 7/2/2016	99
Jim	2:21 7/2/2016	155
Tom	2:21 7/2/2016	142
Jim	2:23 7/2/2016	125
Jim	2:23 7/2/2016	103
Mike	15:25 7/2/2016	112
Tom	15:25 7/2/2016	118
Mike	15:28 7/2/2016	166
